Country,Year,Emission,Population,Population_Emission,Region
afghanistan,2017,0.2768525,38928346.0,10777409.910965,Asia
afghanistan,2018,0.29487586,38928346.0,11479029.50512756,Asia
afghanistan,2019,0.29340136,38928346.0,11421629.65895056,Asia
afghanistan,2020,0.30503938,38928346.0,11874678.528265482,Asia
afghanistan,2021,0.30631703,38928346.0,11924415.32953238,Asia
afghanistan,2022,0.29536375,38928346.0,11498022.2558575,Asia
albania,2017,1.8382717,2877797.0,5290172.7834449,Europe
albania,2018,1.7013975,2877797.0,4896276.6213075,Europe
albania,2019,1.6795896,2877797.0,4833517.912111199,Europe
albania,2020,1.7506745,2877797.0,5038085.8240765,Europe
albania,2021,1.7177409,2877797.0,4943309.6087973,Europe
albania,2022,1.7432004,2877797.0,5016576.8815188,Europe
algeria,2017,4.01321,43851044.0,175983448.29124,Africa
algeria,2018,4.0850997,43851044.0,179135886.6890868,Africa
algeria,2019,4.18161,43851044.0,183367964.10084,Africa
algeria,2020,3.9099252,43851044.0,171454301.9819088,Africa
algeria,2021,4.079527,43851044.0,178891517.97618797,Africa
algeria,2022,3.9272263,43851044.0,172212973.2792572,Africa
andorra,2017,6.3007326,77265.0,486826.104339,Europe
andorra,2018,6.5922117,77265.0,509347.2370005,Europe
andorra,2019,6.3337045,77265.0,489373.67819249997,Europe
andorra,2020,4.8084607,77265.0,371525.7159855,Europe
andorra,2021,4.5922055,77265.0,354816.75795750006,Europe
andorra,2022,4.6171236,77265.0,356742.054954,Europe
angola,2017,0.7486942,32866272.0,24606787.2220224,Africa
angola,2018,0.6853864,32866272.0,22526095.847500797,Africa
angola,2019,0.59412795,32866272.0,19526770.8075024,Africa
angola,2020,0.50151193,32866272.0,16482827.502624962,Africa
angola,2021,0.50735646,32866272.0,16674915.41531712,Africa
angola,2022,0.45155162,32866272.0,14840818.364960639,Africa
anguilla,2017,8.526596,15003.0,127924.51978799999,North America
anguilla,2018,8.677324,15003.0,130185.89197200001,North America
anguilla,2019,9.511942,15003.0,142707.66582599998,North America
anguilla,2020,9.152959,15003.0,137321.84387699998,North America
anguilla,2021,8.726662,15003.0,130926.109986,North America
anguilla,2022,8.752724,15003.0,131317.11817200002,North America
antigua and barbuda,2017,6.633821,97929.0,649643.456709,North America
antigua and barbuda,2018,6.7167735,97929.0,657766.9120815,North America
antigua and barbuda,2019,6.9599576,97929.0,681581.6878104,North America
antigua and barbuda,2020,6.6818023,97929.0,654342.2174367,North America
antigua and barbuda,2021,6.400294,97929.0,626774.391126,North America
antigua and barbuda,2022,6.4218745,97929.0,628887.7479105,North America
argentina,2017,4.242436,45195774.0,191740178.66546398,South America
argentina,2018,4.066307,45195774.0,183779892.186618,South America
argentina,2019,3.9894862,45195774.0,180307916.6713188,South America
argentina,2020,3.7054682,45195774.0,167471503.3313868,South America
argentina,2021,4.1907597,45195774.0,189404628.2895078,South America
argentina,2022,4.2378173,45195774.0,191531432.9440902,South America
armenia,2017,1.9425985,2963243.0,5756391.4069355,Asia
armenia,2018,2.0538187,2963243.0,6085963.8860441,Asia
armenia,2019,2.2279305,2963243.0,6601899.4586114995,Asia
armenia,2020,2.4233668,2963243.0,7181024.7065324,Asia
armenia,2021,2.53107,2963243.0,7500175.4600100005,Asia
armenia,2022,2.3045583,2963243.0,6828966.2505669,Asia
aruba,2017,8.443037,106766.0,901429.288342,North America
aruba,2018,8.22827,106766.0,878499.47482,North America
aruba,2019,8.363411,106766.0,892927.938826,North America
aruba,2020,8.352506,106766.0,891763.655596,North America
aruba,2021,8.052776,106766.0,859762.6824159999,North America
aruba,2022,8.133404,106766.0,868371.0114640001,North America
australia,2017,16.82187,25499884.0,428955733.66308004,Australia
australia,2018,16.627844,25499884.0,424008093.170096,Australia
australia,2019,16.398174,25499884.0,418151534.81181604,Australia
australia,2020,15.453229,25499884.0,394055546.925436,Australia
australia,2021,14.914762,25499884.0,380324700.887608,Australia
australia,2022,14.985412,25499884.0,382126267.692208,Australia
austria,2017,7.912326,9006398.0,71261557.061748,Europe
austria,2018,7.530316,9006398.0,67821022.961768,Europe
austria,2019,7.6527734,9006398.0,68923923.0442132,Europe
austria,2020,6.9738197,9006398.0,62808995.7984406,Europe
austria,2021,7.3994617,9006398.0,66642497.055956595,Europe
austria,2022,6.8781943,9006398.0,61947755.3871314,Europe
azerbaijan,2017,3.4361124,10139177.0,34839351.8154948,Asia
azerbaijan,2018,3.4056387,10139177.0,34530373.5773499,Asia
azerbaijan,2019,3.6879485,10139177.0,37392762.6083845,Asia
azerbaijan,2020,3.5147688,10139177.0,35636862.9772776,Asia
azerbaijan,2021,3.7170222,10139177.0,37687545.9987294,Asia
azerbaijan,2022,3.6746833,10139177.0,37258264.397644095,Asia
bahamas,2017,6.2899003,393244.0,2473465.5535732,North America
bahamas,2018,6.025971,393244.0,2369676.9399240003,North America
bahamas,2019,6.0679793,393244.0,2386196.4518492003,North America
bahamas,2020,5.3723545,393244.0,2112646.172998,North America
bahamas,2021,5.149713,393244.0,2025093.738972,North America
bahamas,2022,5.1708703,393244.0,2033413.7202532,North America
bahrain,2017,22.53857,1701575.0,38351067.24775,Asia
bahrain,2018,21.943077,1701575.0,37337791.246275,Asia
bahrain,2019,25.152763,1701575.0,42799312.701725,Asia
bahrain,2020,25.310665,1701575.0,43067994.797375,Asia
bahrain,2021,26.052996,1701575.0,44331126.6687,Asia
bahrain,2022,25.672274,1701575.0,43683299.63155,Asia
bangladesh,2017,0.4990407,164689383.0,82186704.9748881,Asia
bangladesh,2018,0.5043604,164689383.0,83062803.0856332,Asia
bangladesh,2019,0.60895467,164689383.0,100288368.87726861,Asia
bangladesh,2020,0.5591592,164689383.0,92087583.64677359,Asia
bangladesh,2021,0.5831512,164689383.0,96038811.32370959,Asia
bangladesh,2022,0.5964455,164689383.0,98228241.38812649,Asia
barbados,2017,5.8904114,287375.0,1692756.976075,North America
barbados,2018,5.9191213,287375.0,1701007.4835875,North America
barbados,2019,5.948457,287375.0,1709437.8303750001,North America
barbados,2020,4.394483,287375.0,1262864.552125,North America
barbados,2021,4.361222,287375.0,1253306.1722499998,North America
barbados,2022,4.3772573,287375.0,1257914.3165875,North America
belarus,2017,6.116875,9449323.0,57800327.625625,Europe
belarus,2018,6.410857,9449323.0,60578258.499811,Europe
belarus,2019,6.4189095,9449323.0,60654349.1732685,Europe
belarus,2020,6.1300716,9449323.0,57925026.5615268,Europe
belarus,2021,6.362195,9449323.0,60118435.543985,Europe
belarus,2022,6.1669006,9449323.0,58273035.6782938,Europe
belgium,2017,8.700875,11589623.0,100839861.020125,Europe
belgium,2018,8.731839,11589623.0,101198722.10669701,Europe
belgium,2019,8.641646,11589623.0,100153419.239458,Europe
belgium,2020,7.879573,11589623.0,91321280.47097899,Europe
belgium,2021,8.23914,11589623.0,95488526.44422,Europe
belgium,2022,7.6875386,11589623.0,89095674.17194779,Europe
belize,2017,1.6427774,397628.0,653214.2920072,North America
belize,2018,1.582303,397628.0,629167.977284,North America
belize,2019,1.8173902,397628.0,722645.2304456,North America
belize,2020,1.5530106,397628.0,617520.4988567999,North America
belize,2021,1.7549852,397628.0,697831.2551056,North America
belize,2022,1.7894346,397628.0,711529.3011288,North America
benin,2017,0.5867273,12123200.0,7113012.403359999,Africa
benin,2018,0.6226188,12123200.0,7548132.236160001,Africa
benin,2019,0.5789981,12123200.0,7019309.765919999,Africa
benin,2020,0.6125594,12123200.0,7426180.118079999,Africa
benin,2021,0.6395752,12123200.0,7753698.06464,Africa
benin,2022,0.631487,12123200.0,7655643.1984,Africa
bermuda,2017,10.014566,62278.0,623687.141348,North America
bermuda,2018,10.947461,62278.0,681785.9761580001,North America
bermuda,2019,9.298764,62278.0,579108.4243920001,North America
bermuda,2020,7.150552,62278.0,445322.077456,North America
bermuda,2021,6.873079,62278.0,428041.613962,North America
bermuda,2022,6.9370627,62278.0,432026.3908306,North America
bhutan,2017,1.7741804,771608.0,1368971.7900832,Asia
bhutan,2018,1.9390228,771608.0,1496165.5046624,Asia
bhutan,2019,1.9005703,771608.0,1466495.2480424,Asia
bhutan,2020,1.190612,771608.0,918685.744096,Asia
bhutan,2021,1.3661479,771608.0,1054130.6488232,Asia
bhutan,2022,1.3489918,771608.0,1040892.8648144001,Asia
bolivia,2017,1.9388027,11673021.0,22631684.6319567,South America
bolivia,2018,1.9386426,11673021.0,22629815.781294603,South America
bolivia,2019,1.9193769,11673021.0,22404926.8606149,South America
bolivia,2020,1.5353591,11673021.0,17922279.0168411,South America
bolivia,2021,1.7985878,11673021.0,20994953.1597438,South America
bolivia,2022,1.7583066,11673021.0,20524749.8662386,South America
bonaire sint eustatius and saba,2017,4.2059693,26223.0,110293.13295389999,North America
bonaire sint eustatius and saba,2018,3.9579115,26223.0,103788.3132645,North America
bonaire sint eustatius and saba,2019,4.2942533,26223.0,112608.2042859,North America
bonaire sint eustatius and saba,2020,4.3389106,26223.0,113779.2526638,North America
bonaire sint eustatius and saba,2021,4.0947623,26223.0,107376.9517929,North America
bonaire sint eustatius and saba,2022,4.083284,26223.0,107075.956332,North America
bosnia and herzegovina,2017,6.4407015,3280819.0,21130775.8545285,Europe
bosnia and herzegovina,2018,6.4924054,3280819.0,21300406.9920226,Europe
bosnia and herzegovina,2019,6.1922417,3280819.0,20315624.2219523,Europe
bosnia and herzegovina,2020,6.2776484,3280819.0,20595828.1460396,Europe
bosnia and herzegovina,2021,6.0954695,3280819.0,19998132.1495205,Europe
bosnia and herzegovina,2022,6.1034565,3280819.0,20024336.0508735,Europe
botswana,2017,2.9466195,2351627.0,6929349.974926501,Africa
botswana,2018,3.0612,2351627.0,7198800.5724,Africa
botswana,2019,2.7131457,2351627.0,6380306.6830539005,Africa
botswana,2020,2.1799212,2351627.0,5126361.5517924,Africa
botswana,2021,2.3707244,2351627.0,5575059.5085988,Africa
botswana,2022,2.838951,2351627.0,6676153.823276999,Africa
brazil,2017,2.3842185,212559417.0,506788094.3606145,South America
brazil,2018,2.2743797,212559417.0,483440823.06863487,South America
brazil,2019,2.2356122,212559417.0,475200425.8700874,South America
brazil,2020,2.0849533,212559417.0,443176457.9202261,South America
brazil,2021,2.3198576,212559417.0,493107578.9790192,South America
brazil,2022,2.2454574,212559417.0,477293115.84233576,South America
british virgin islands,2017,5.9678235,30231.0,180413.2722285,North America
british virgin islands,2018,5.31032,30231.0,160536.28392,North America
british virgin islands,2019,5.382782,30231.0,162726.88264199998,North America
british virgin islands,2020,5.2116117,30231.0,157552.23330269998,North America
british virgin islands,2021,4.9880238,30231.0,150792.9474978,North America
british virgin islands,2022,5.0039577,30231.0,151274.64522869998,North America
brunei,2017,21.63514,437479.0,9464919.41206,Asia
brunei,2018,21.516985,437479.0,9413229.080814999,Asia
brunei,2019,24.500765,437479.0,10718570.171435,Asia
brunei,2020,25.1325,437479.0,10994940.9675,Asia
brunei,2021,25.375603,437479.0,11101293.424837,Asia
brunei,2022,23.950201,437479.0,10477709.983279,Asia
bulgaria,2017,6.6036973,6948445.0,45885427.4856985,Europe
bulgaria,2018,6.1089005,6948445.0,42447359.1347225,Europe
bulgaria,2019,5.9883013,6948445.0,41609382.2264785,Europe
bulgaria,2020,5.234656,6948445.0,36372719.30992,Europe
bulgaria,2021,6.140389,6948445.0,42666155.245105,Europe
bulgaria,2022,6.8044534,6948445.0,47280370.204963,Europe
burkina faso,2017,0.22782168,20903273.0,4762218.77235864,Africa
burkina faso,2018,0.24567921,20903273.0,5135499.597054331,Africa
burkina faso,2019,0.26286796,20903273.0,5494800.730833081,Africa
burkina faso,2020,0.24133267,20903273.0,5044642.68482891,Africa
burkina faso,2021,0.2659974,20903273.0,5560216.2694902,Africa
burkina faso,2022,0.26295447,20903273.0,5496609.07298031,Africa
burundi,2017,0.045982324,11890784.0,546765.882502016,Africa
burundi,2018,0.05612558,11890784.0,667377.14865472,Africa
burundi,2019,0.058007695,11890784.0,689756.97158288,Africa
burundi,2020,0.060208857,11890784.0,715930.5134738879,Africa
burundi,2021,0.06373885,11890784.0,757904.8977584,Africa
burundi,2022,0.06194545,11890784.0,736579.9657328,Africa
cambodia,2017,0.7880596,16718965.0,13175540.870314,Asia
cambodia,2018,0.8694936,16718965.0,14537033.066124,Asia
cambodia,2019,1.1241276,16718965.0,18794249.999934,Asia
cambodia,2020,1.1608452,16718965.0,19408130.269218,Asia
cambodia,2021,1.2134761,16718965.0,20288064.444236502,Asia
cambodia,2022,1.1900775,16718965.0,19896864.0697875,Asia
cameroon,2017,0.39265332,26545863.0,10423321.23921516,Africa
cameroon,2018,0.3846387,26545863.0,10210566.2346981,Africa
cameroon,2019,0.37203085,26545863.0,9875879.97587355,Africa
cameroon,2020,0.36622167,26545863.0,9721670.27945121,Africa
cameroon,2021,0.37861246,26545863.0,10050594.49325298,Africa
cameroon,2022,0.34292704,26545863.0,9103294.22283552,Africa
canada,2017,15.50163,37742154.0,585064906.71102,North America
canada,2018,15.581538,37742154.0,588080806.752852,North America
canada,2019,15.41972,37742154.0,581973446.87688,North America
canada,2020,13.799503,37742154.0,520822967.349462,North America
canada,2021,14.078721,37742154.0,531361256.105034,North America
canada,2022,14.249212,37742154.0,537795953.682648,North America
cape verde,2017,0.90147424,555987.0,501207.95827488,Africa
cape verde,2018,0.94292635,555987.0,524254.79255745,Africa
cape verde,2019,0.97150093,555987.0,540141.88756791,Africa
cape verde,2020,0.88668585,555987.0,492985.80568395,Africa
cape verde,2021,0.9505422,555987.0,528489.1061514,Africa
cape verde,2022,0.9588915,555987.0,533131.2084105,Africa
chad,2017,0.15538788,16425864.0,2552380.1841283203,Africa
chad,2018,0.15274785,16425864.0,2509015.4103924,Africa
chad,2019,0.14281341,16425864.0,2345833.65003624,Africa
chad,2020,0.13693357,16425864.0,2249252.1978544802,Africa
chad,2021,0.14357351,16425864.0,2358318.94926264,Africa
chad,2022,0.13367727,16425864.0,2195764.65691128,Africa
chile,2017,4.5805526,19116201.0,87562764.1926726,South America
chile,2018,4.515097,19116201.0,86311501.786497,South America
chile,2019,4.8308606,19116201.0,92347702.2325806,South America
chile,2020,4.15424,19116201.0,79413286.84223999,South America
chile,2021,4.5675793,19116201.0,87314763.9822393,South America
chile,2022,4.3041654,19116201.0,82279290.92364539,South America
china,2017,7.098718,1439323776.0,10217353596.519167,Asia
china,2018,7.306582,1439323776.0,10516537193.893631,Asia
china,2019,7.5401316,1439323776.0,10852690686.048922,Asia
china,2020,7.659333,1439323776.0,11024260095.201408,Asia
china,2021,7.9502664,1439323776.0,11443007455.053926,Asia
china,2022,7.992761,1439323776.0,11504170943.185535,Asia
colombia,2017,1.9084141,50882891.0,97105626.6331631,South America
colombia,2018,1.7678044,50882891.0,89950998.59452039,South America
colombia,2019,1.8829013,50882891.0,95807461.6116583,South America
colombia,2020,1.7618332,50882891.0,89647166.6757812,South America
colombia,2021,1.8589207,50882891.0,94587259.3557437,South America
colombia,2022,1.9223082,50882891.0,97812598.6090062,South America
comoros,2017,0.35116428,869601.0,305372.80905228,Africa
comoros,2018,0.37757528,869601.0,328339.84106328,Africa
comoros,2019,0.39373294,869601.0,342390.55835694,Africa
comoros,2020,0.47267568,869601.0,411039.24400368,Africa
comoros,2021,0.5052505,869601.0,439366.34005050006,Africa
comoros,2022,0.49327007,869601.0,428948.14614207,Africa
congo,2017,1.0638189,5518087.0,5870245.2424443,Africa
congo,2018,1.2028803,5518087.0,6637598.1459861,Africa
congo,2019,1.3086569,5518087.0,7221282.6273503,Africa
congo,2020,1.2962588,5518087.0,7152868.832915599,Africa
congo,2021,1.2433366,5518087.0,6860839.529084199,Africa
congo,2022,1.2447897,5518087.0,6868857.8613039,Africa
cook islands,2017,4.628122,17564.0,81288.334808,Oceania
cook islands,2018,4.665895,17564.0,81951.77978,Oceania
cook islands,2019,4.918695,17564.0,86391.95898,Oceania
cook islands,2020,3.8681524,17564.0,67940.22875360001,Oceania
cook islands,2021,4.0415196,17564.0,70985.2502544,Oceania
cook islands,2022,3.9950094,17564.0,70168.3451016,Oceania
costa rica,2017,1.6077795,5094118.0,8190218.490981,North America
costa rica,2018,1.5895244,5094118.0,8097224.8574792,North America
costa rica,2019,1.5140803,5094118.0,7712903.7096754005,North America
costa rica,2020,1.3201325,5094118.0,6724910.730634999,North America
costa rica,2021,1.4853407,5094118.0,7566500.7960026,North America
costa rica,2022,1.5226681,5094118.0,7756650.9762357995,North America
cote d'ivoire,2017,0.48301244,26378274.0,12741034.48772856,Africa
cote d'ivoire,2018,0.4060735,26378274.0,10711518.047139,Africa
cote d'ivoire,2019,0.402909,26378274.0,10628043.999066,Africa
cote d'ivoire,2020,0.41096124,26378274.0,10840448.19209976,Africa
cote d'ivoire,2021,0.42686108,26378274.0,11259858.52817592,Africa
cote d'ivoire,2022,0.41668788,26378274.0,10991507.07111912,Africa
croatia,2017,4.470874,4105267.0,18354131.493358,Europe
croatia,2018,4.2601137,4105267.0,17488904.188857898,Europe
croatia,2019,4.3240995,4105267.0,17751582.9820665,Europe
croatia,2020,4.1179047,4105267.0,16905098.274054904,Europe
croatia,2021,4.288185,4105267.0,17604144.370395,Europe
croatia,2022,4.348515,4105267.0,17851815.128505,Europe
cuba,2017,2.200658,11326616.0,24926008.113328,North America
cuba,2018,2.0420773,11326616.0,23129825.4194168,North America
cuba,2019,1.9987116,11326616.0,22638638.787945602,North America
cuba,2020,1.8828136,11326616.0,21325906.6467776,North America
cuba,2021,1.8603169,11326616.0,21071095.1646104,North America
cuba,2022,1.8659163,11326616.0,21134517.4182408,North America
curacao,2017,28.941547,164093.0,4749105.271871,North America
curacao,2018,23.344528,164093.0,3830673.6331040002,North America
curacao,2019,11.611328,164093.0,1905337.6455040001,North America
curacao,2020,9.542373,164093.0,1565836.6126889999,North America
curacao,2021,9.144556,164093.0,1500557.627708,North America
curacao,2022,9.189007,164093.0,1507851.725651,North America
cyprus,2017,6.2090564,1207359.0,7496560.1260476,Asia
cyprus,2018,6.007151,1207359.0,7252787.824209,Asia
cyprus,2019,5.9750137,1207359.0,7213986.5658183,Asia
cyprus,2020,5.5843916,1207359.0,6742365.4577844,Asia
cyprus,2021,5.6497326,1207359.0,6821255.5022034,Asia
cyprus,2022,5.616782,1207359.0,6781472.298738,Asia
czechia,2017,10.233914,10708981.0,109594790.581634,Europe
czechia,2018,10.096103,10708981.0,108118975.201043,Europe
czechia,2019,9.588486,10708981.0,102682914.392766,Europe
czechia,2020,8.707416,10708981.0,93247552.503096,Europe
czechia,2021,9.196797,10708981.0,98488324.333857,Europe
czechia,2022,9.3357525,10708981.0,99976396.1432025,Europe
democratic republic of congo,2017,0.036809973,89561403.0,3296752.8262721193,Africa
democratic republic of congo,2018,0.038755305,89561403.0,3470979.4894929146,Africa
democratic republic of congo,2019,0.039954364,89561403.0,3578368.895812692,Africa
democratic republic of congo,2020,0.03995253,89561403.0,3578204.64019959,Africa
democratic republic of congo,2021,0.041094083,89561403.0,3680443.7284784494,Africa
democratic republic of congo,2022,0.036375992,89561403.0,3257884.8790367763,Africa
denmark,2017,6.0419893,5818553.0,35155634.9674829,Europe
denmark,2018,6.0015297,5818553.0,34920218.6405241,Europe
denmark,2019,5.34005,5818553.0,31071363.947649997,Europe
denmark,2020,4.8577814,5818553.0,28265258.5383142,Europe
denmark,2021,5.057577,5818553.0,29427779.826081,Europe
denmark,2022,4.940161,5818553.0,28744588.607033,Europe
djibouti,2017,0.37660372,988000.0,372084.47536,Africa
djibouti,2018,0.4113473,988000.0,406411.1324,Africa
djibouti,2019,0.4177071,988000.0,412694.6148,Africa
djibouti,2020,0.35082307,988000.0,346613.19316,Africa
djibouti,2021,0.41140705,988000.0,406470.1654,Africa
djibouti,2022,0.40418932,988000.0,399339.04816,Africa
dominica,2017,2.1852262,71986.0,157305.69323319997,North America
dominica,2018,2.2757764,71986.0,163824.03993039997,North America
dominica,2019,2.4103239,71986.0,173509.57626539998,North America
dominica,2020,2.187888,71986.0,157497.305568,North America
dominica,2021,2.0959618,71986.0,150879.9061348,North America
dominica,2022,2.1058853,71986.0,151594.25920580002,North America
dominican republic,2017,2.2556932,10847910.0,24469556.821212,North America
dominican republic,2018,2.3924725,10847910.0,25953326.357474998,North America
dominican republic,2019,2.607516,10847910.0,28286098.89156,North America
dominican republic,2020,2.136578,10847910.0,23177405.85198,North America
dominican republic,2021,2.1393347,10847910.0,23207310.285477,North America
dominican republic,2022,2.1051137,10847910.0,22836083.957367,North America
east timor,2017,0.5547369,1318445.0,731390.0921204999,Asia
east timor,2018,0.48898363,1318445.0,644698.02205535,Asia
east timor,2019,0.5274983,1318445.0,695477.4961435,Asia
east timor,2020,0.49730384,1318445.0,655667.7613288,Asia
east timor,2021,0.5024414,1318445.0,662441.351623,Asia
east timor,2022,0.49869007,1318445.0,657495.42934115,Asia
ecuador,2017,2.3461897,17643054.0,41393951.5713438,South America
ecuador,2018,2.2584543,17643054.0,39846031.1714322,South America
ecuador,2019,2.310065,17643054.0,40756601.538509995,South America
ecuador,2020,1.8710657,17643054.0,33011313.1826478,South America
ecuador,2021,2.2324002,17643054.0,39386357.2782108,South America
ecuador,2022,2.3117273,17643054.0,40785929.5871742,South America
egypt,2017,2.5553803,102334404.0,261503319.9938412,Africa
egypt,2018,2.3511286,102334404.0,240601344.0083544,Africa
egypt,2019,2.4251409,102334404.0,248175348.6175236,Africa
egypt,2020,2.1182494,102334404.0,216769789.87235758,Africa
egypt,2021,2.2595594,102334404.0,231230664.5015976,Africa
egypt,2022,2.333106,102334404.0,238757011.978824,Africa
el salvador,2017,0.9526126,6486205.0,6178840.609183,North America
el salvador,2018,0.9978113,6486205.0,6472008.643116499,North America
el salvador,2019,1.202131,6486205.0,7797268.102855001,North America
el salvador,2020,1.0479546,6486205.0,6797248.366293,North America
el salvador,2021,1.1858464,6486205.0,7691642.848912,North America
el salvador,2022,1.2174718,6486205.0,7896771.676519,North America
equatorial guinea,2017,5.4195275,1402985.0,7603515.7895875005,Africa
equatorial guinea,2018,4.0000267,1402985.0,5611977.4596995,Africa
equatorial guinea,2019,2.9863906,1402985.0,4189861.215941,Africa
equatorial guinea,2020,3.4615319,1402985.0,4856477.332721501,Africa
equatorial guinea,2021,3.444009,1402985.0,4831892.966864999,Africa
equatorial guinea,2022,3.0307202,1402985.0,4252054.979797,Africa
eritrea,2017,0.1639894,3546421.0,581575.4519374,Africa
eritrea,2018,0.18082562,3546421.0,641283.77610602,Africa
eritrea,2019,0.18523079,3546421.0,656906.36350259,Africa
eritrea,2020,0.18024033,3546421.0,639208.09135893,Africa
eritrea,2021,0.1934708,3546421.0,686128.9080068,Africa
eritrea,2022,0.18914719,3546421.0,670795.56670699,Africa
estonia,2017,14.222141,1326535.0,18866167.811435,Europe
estonia,2018,13.527124,1326535.0,17944203.435340002,Europe
estonia,2019,9.286828,1326535.0,12319302.38098,Europe
estonia,2020,6.949406,1326535.0,9218630.288209999,Europe
estonia,2021,7.8421664,1326535.0,10402908.205424,Europe
estonia,2022,7.77628,1326535.0,10315507.5898,Europe
eswatini,2017,0.85601753,1160164.0,993120.7216749201,Africa
eswatini,2018,0.89040095,1160164.0,1033011.1277557999,Africa
eswatini,2019,0.95858824,1160164.0,1112119.56687136,Africa
eswatini,2020,0.9247956,1160164.0,1072914.5624784,Africa
eswatini,2021,0.9489723,1160164.0,1100963.4994572,Africa
eswatini,2022,1.0527312,1160164.0,1221340.8399168,Africa
ethiopia,2017,0.14402942,114963588.0,16558138.90075896,Africa
ethiopia,2018,0.14387688,114963588.0,16540602.355045442,Africa
ethiopia,2019,0.1461173,114963588.0,16798169.0768724,Africa
ethiopia,2020,0.15197527,114963588.0,17471622.32646876,Africa
ethiopia,2021,0.15729143,114963588.0,18082787.15445084,Africa
ethiopia,2022,0.15458965,114963588.0,17772180.8316642,Africa
faroe islands,2017,14.070157,48863.0,687510.081491,Europe
faroe islands,2018,14.23108,48863.0,695373.2620400001,Europe
faroe islands,2019,14.313607,48863.0,699405.7788409999,Europe
faroe islands,2020,14.463158,48863.0,706713.289354,Europe
faroe islands,2021,13.923651,48863.0,680351.358813,Europe
faroe islands,2022,14.084624,48863.0,688216.982512,Europe
fiji,2017,1.4818524,896445.0,1328399.174718,Oceania
fiji,2018,1.5343895,896445.0,1375495.7953275,Oceania
fiji,2019,1.5330331,896445.0,1374279.8573295,Oceania
fiji,2020,1.1309409,896445.0,1013826.3151004999,Oceania
fiji,2021,1.1742574,896445.0,1052657.1749429998,Oceania
fiji,2022,1.1550449,896445.0,1035434.2253805001,Oceania
finland,2017,8.106902,5540720.0,44918074.04944,Europe
finland,2018,8.291232,5540720.0,45939394.96704,Europe
finland,2019,7.6887984,5540720.0,42601479.070847996,Europe
finland,2020,6.8243456,5540720.0,37811788.152832,Europe
finland,2021,6.8546104,5540720.0,37979476.935488,Europe
finland,2022,6.5267396,5540720.0,36162836.636512,Europe
france,2017,5.2521734,65273511.0,342827798.1988074,Europe
france,2018,5.010727,65273511.0,327067743.952497,Europe
france,2019,4.898306,65273511.0,319729630.572366,Europe
france,2020,4.366297,65273511.0,285003535.258767,Europe
france,2021,4.7538953,65273511.0,310303437.1573983,Europe
france,2022,4.603891,65273511.0,300512129.831301,Europe
french polynesia,2017,2.914275,280904.0,818631.5046,Oceania
french polynesia,2018,2.9423785,280904.0,826525.890164,Oceania
french polynesia,2019,2.921616,280904.0,820693.620864,Oceania
