Country,Year,Emission,Population,Population_Emission,Region
north macedonia,2021,3.6555693,2083459.0,7616228.7582086995,Europe
north macedonia,2022,3.6245701,2083459.0,7551643.195975901,Europe
norway,2017,8.3687105,5421241.0,45368796.4797305,Europe
norway,2018,8.35887,5421241.0,45315448.75767,Europe
norway,2019,8.001257,5421241.0,43376742.499937005,Europe
norway,2020,7.663988,5421241.0,41548325.969108,Europe
norway,2021,7.5935297,5421241.0,41166354.5443577,Europe
norway,2022,7.5093055,5421241.0,40709754.8581255,Europe
oceania,2017,11.201084,,,Oceania
oceania,2018,11.082192,,,Oceania
oceania,2019,10.930183,,,Oceania
oceania,2020,10.24328,,,Oceania
oceania,2021,9.883469,,,Oceania
oceania,2022,9.85179,,,Oceania
oman,2017,15.242838,5106626.0,77839472.844588,Asia
oman,2018,14.373644,5106626.0,73400824.165144,Asia
oman,2019,12.866547,5106626.0,65704643.440422006,Asia
oman,2020,14.400839,5106626.0,73539698.859214,Asia
oman,2021,15.677213,5106626.0,80057663.513338,Asia
oman,2022,15.730261,5106626.0,80328559.809386,Asia
pakistan,2017,0.99897766,220892340.0,220666512.9251244,Asia
pakistan,2018,0.93323416,220892340.0,206144277.37033442,Asia
pakistan,2019,0.9228277,220892340.0,203845570.06981802,Asia
pakistan,2020,0.88294756,220892340.0,195036352.6256904,Asia
pakistan,2021,0.96563566,220892340.0,213301520.5248444,Asia
pakistan,2022,0.84893465,220892340.0,187523161.345581,Asia
palau,2017,12.105953,18094.0,219045.113582,Oceania
palau,2018,11.880807,18094.0,214971.321858,Oceania
palau,2019,12.254864,18094.0,221739.509216,Oceania
palau,2020,11.806878,18094.0,213633.650532,Oceania
palau,2021,12.285263,18094.0,222289.548722,Oceania
palau,2022,12.123921,18094.0,219370.226574,Oceania
palestine,2017,0.6952393,5101414.0,3546703.4983702,Asia
palestine,2018,0.6157746,5101414.0,3141321.1652844,Asia
palestine,2019,0.6650818,5101414.0,3392857.6056652,Asia
palestine,2020,0.6628098,5101414.0,3381267.1930572,Asia
palestine,2021,0.66772425,5101414.0,3406337.8370895,Asia
palestine,2022,0.6660658,5101414.0,3397877.3970412,Asia
panama,2017,2.739981,4314767.0,11822379.599427002,North America
panama,2018,2.5823088,4314767.0,11142060.7940496,North America
panama,2019,3.1614068,4314767.0,13640733.7342156,North America
panama,2020,2.4041464,4314767.0,10373331.5498888,North America
panama,2021,2.6906164,4314767.0,11609382.8523788,North America
panama,2022,2.699258,4314767.0,11646669.342885999,North America
papua new guinea,2017,0.73069656,8947024.0,6537559.65903744,Oceania
papua new guinea,2018,0.8153785,8947024.0,7295211.008584,Oceania
papua new guinea,2019,0.8191921,8947024.0,7329331.3793104,Oceania
papua new guinea,2020,0.7922191,8947024.0,7088003.3009584,Oceania
papua new guinea,2021,0.7986589,8947024.0,7145620.3461136,Oceania
papua new guinea,2022,0.77131313,8947024.0,6900957.08562512,Oceania
paraguay,2017,1.2481467,7132538.0,8902453.7673246,South America
paraguay,2018,1.3037562,7132538.0,9299090.6392356,South America
paraguay,2019,1.2460468,7132538.0,8887476.1507784,South America
paraguay,2020,1.1129478,7132538.0,7938142.475516399,South America
paraguay,2021,1.3819655,7132538.0,9856921.443439,South America
paraguay,2022,1.3299496,7132538.0,9485916.0600848,South America
peru,2017,1.7357414,32971854.0,57230612.0225556,South America
peru,2018,1.7342052,32971854.0,57179960.660440795,South America
peru,2019,1.7780743,32971854.0,58626406.2207522,South America
peru,2020,1.4101644,32971854.0,46495734.7127976,South America
peru,2021,1.6749027,32971854.0,55224647.2886058,South America
peru,2022,1.7891879,32971854.0,58992842.2173666,South America
philippines,2017,1.2661793,109581078.0,138749292.63528538,Asia
philippines,2018,1.3034848,109581078.0,142837269.54061443,Asia
philippines,2019,1.3060241,109581078.0,143115528.77197978,Asia
philippines,2020,1.1841508,109581078.0,129760521.1785624,Asia
philippines,2021,1.253542,109581078.0,137364483.678276,Asia
philippines,2022,1.3014648,109581078.0,142615915.7630544,Asia
poland,2017,8.739704,38386000.0,335482277.744,Europe
poland,2018,8.72451,38386000.0,334899040.86,Europe
poland,2019,8.252866,38386000.0,316794514.27599996,Europe
poland,2020,7.870152,38386000.0,302103654.672,Europe
poland,2021,8.64257,38386000.0,331753692.02,Europe
poland,2022,8.106886,38386000.0,311190925.996,Europe
portugal,2017,5.3462167,10196709.0,54513815.940840304,Europe
portugal,2018,4.992572,10196709.0,50907803.845548,Europe
portugal,2019,4.6155887,10196709.0,47063814.8375883,Europe
portugal,2020,4.048791,10196709.0,41284343.628818996,Europe
portugal,2021,3.8812351,10196709.0,39575824.8752859,Europe
portugal,2022,4.050785,10196709.0,41304675.866565004,Europe
qatar,2017,36.917397,2881053.0,106360977.379041,Asia
qatar,2018,34.50409,2881053.0,99408112.00677,Asia
qatar,2019,35.985134,2881053.0,103675078.266102,Asia
qatar,2020,37.13288,2881053.0,106981795.32264,Asia
qatar,2021,39.884155,2881053.0,114908364.415215,Asia
qatar,2022,37.601273,2881053.0,108331260.380469,Asia
romania,2017,4.043328,19237691.0,77784294.675648,Europe
romania,2018,4.0944867,19237691.0,78768469.9382097,Europe
romania,2019,3.9379425,19237691.0,75756920.99076751,Europe
romania,2020,3.8075497,19237691.0,73248464.5957427,Europe
romania,2021,3.9936028,19237691.0,76827696.6431348,Europe
romania,2022,3.739777,19237691.0,71944674.334907,Europe
russia,2017,11.454741,145912025.0,1671384455.160525,Asia
russia,2018,11.757415,145912025.0,1715548231.415375,Asia
russia,2019,11.698944,145912025.0,1707016609.4016,Asia
russia,2020,11.21384,145912025.0,1636234102.4259999,Asia
russia,2021,11.79849,145912025.0,1721541567.8422499,Asia
russia,2022,11.416899,145912025.0,1665862852.310475,Asia
rwanda,2017,0.094442815,12952218.0,1223243.92841367,Africa
rwanda,2018,0.10273057,12952218.0,1330588.73790426,Africa
rwanda,2019,0.10695215,12952218.0,1385267.5623687,Africa
rwanda,2020,0.10434921,12952218.0,1351553.71604778,Africa
rwanda,2021,0.11539575,12952218.0,1494630.9102735,Africa
rwanda,2022,0.112346195,12952218.0,1455132.40911051,Africa
saint helena,2017,1.9909437,6077.0,12098.964864900001,Africa
saint helena,2018,2.0007281,6077.0,12158.4246637,Africa
saint helena,2019,2.6793418,6077.0,16282.3601186,Africa
saint helena,2020,3.362702,6077.0,20435.140054,Africa
saint helena,2021,3.252395,6077.0,19764.804415,Africa
saint helena,2022,3.2986484,6077.0,20045.8863268,Africa
saint kitts and nevis,2017,5.0579157,53199.0,269076.0573243,North America
saint kitts and nevis,2018,5.1371293,53199.0,273290.1416307,North America
saint kitts and nevis,2019,5.2957954,53199.0,281731.0194846,North America
saint kitts and nevis,2020,4.842697,53199.0,257626.63770300001,North America
saint kitts and nevis,2021,4.669984,53199.0,248438.47881600002,North America
saint kitts and nevis,2022,4.708081,53199.0,250465.201119,North America
saint lucia,2017,2.7711358,183627.0,508855.35354660003,North America
saint lucia,2018,2.8629184,183627.0,525709.1170368,North America
saint lucia,2019,2.8106656,183627.0,516114.0921312,North America
saint lucia,2020,2.698251,183627.0,495471.736377,North America
saint lucia,2021,2.5940566,183627.0,476338.8312882,North America
saint lucia,2022,2.6149206,183627.0,480170.02501620003,North America
saint pierre and miquelon,2017,11.028763,5794.0,63900.652822,North America
saint pierre and miquelon,2018,9.82141,5794.0,56905.249540000004,North America
saint pierre and miquelon,2019,11.080646,5794.0,64201.262923999995,North America
saint pierre and miquelon,2020,10.503879,5794.0,60859.474925999995,North America
saint pierre and miquelon,2021,10.164606,5794.0,58893.727163999996,North America
saint pierre and miquelon,2022,10.293288,5794.0,59639.310672,North America
saint vincent and the grenadines,2017,2.0477417,110940.0,227176.464198,North America
saint vincent and the grenadines,2018,2.2965896,110940.0,254783.65022399998,North America
saint vincent and the grenadines,2019,2.1647418,110940.0,240156.45529199997,North America
saint vincent and the grenadines,2020,2.3459349,110940.0,260258.01780600002,North America
saint vincent and the grenadines,2021,2.2671938,110940.0,251522.48017199998,North America
saint vincent and the grenadines,2022,2.2964725,110940.0,254770.65915000002,North America
samoa,2017,1.1822656,198414.0,234578.0467584,Oceania
samoa,2018,1.1356364,198414.0,225326.1606696,Oceania
samoa,2019,1.2794564,198414.0,253862.06214959998,Oceania
samoa,2020,1.1251081,198414.0,223237.1985534,Oceania
samoa,2021,1.153368,198414.0,228844.35835199998,Oceania
samoa,2022,1.1218625,198414.0,222593.22607499998,Oceania
sao tome and principe,2017,0.6692237,219159.0,146666.39686829998,Africa
sao tome and principe,2018,0.6587496,219159.0,144370.9035864,Africa
sao tome and principe,2019,0.6658341,219159.0,145923.5355219,Africa
sao tome and principe,2020,0.63678026,219159.0,139556.12500134,Africa
sao tome and principe,2021,0.6530446,219159.0,143120.60149139998,Africa
sao tome and principe,2022,0.5816142,219159.0,127465.9864578,Africa
saudi arabia,2017,19.912016,34813871.0,693214356.373936,Asia
saudi arabia,2018,19.615448,34813871.0,682889676.2792081,Asia
saudi arabia,2019,19.737017,34813871.0,687121963.762807,Asia
saudi arabia,2020,16.967278,34813871.0,590696627.513138,Asia
saudi arabia,2021,17.564127,34813871.0,611475251.6056169,Asia
saudi arabia,2022,18.197495,34813871.0,633525243.453145,Asia
senegal,2017,0.7098745,16743927.0,11886086.807161499,Africa
senegal,2018,0.7274772,16743927.0,12180825.1309644,Africa
senegal,2019,0.7945249,16743927.0,13303466.9252823,Africa
senegal,2020,0.6583641,16743927.0,11023600.4298207,Africa
senegal,2021,0.6837955,16743927.0,11449421.9349285,Africa
senegal,2022,0.6738352,16743927.0,11282647.398830399,Africa
serbia,2017,6.0991654,8772235.0,53503312.192669004,Europe
serbia,2018,5.9619856,8772235.0,52299938.749816,Europe
serbia,2019,5.982725,8772235.0,52481869.640375,Europe
serbia,2020,6.1388555,8772235.0,53851483.0770425,Europe
serbia,2021,6.0171556,8772235.0,52783902.954766,Europe
serbia,2022,6.024712,8772235.0,52850189.47132,Europe
seychelles,2017,5.6492124,98347.0,555583.0919028,Africa
seychelles,2018,5.8271527,98347.0,573082.9865869,Africa
seychelles,2019,5.68628,98347.0,559228.57916,Africa
seychelles,2020,5.762698,98347.0,566744.060206,Africa
seychelles,2021,6.2225175,98347.0,611965.9285725,Africa
seychelles,2022,6.1495123,98347.0,604786.0861681,Africa
sierra leone,2017,0.1417386,7976983.0,1130646.4026438,Africa
sierra leone,2018,0.13091838,7976983.0,1044333.69164754,Africa
sierra leone,2019,0.124761686,7976983.0,995221.8482733379,Africa
sierra leone,2020,0.12459599,7976983.0,993900.09409817,Africa
sierra leone,2021,0.13179387,7976983.0,1051317.46049421,Africa
sierra leone,2022,0.13124847,7976983.0,1046966.81396601,Africa
singapore,2017,6.94156,5850342.0,40610500.01352,Asia
singapore,2018,8.6052475,5850342.0,50343640.86964501,Asia
singapore,2019,5.7579384,5850342.0,33685908.8549328,Asia
singapore,2020,9.274892,5850342.0,54261290.213064,Asia
singapore,2021,9.397426,5850342.0,54978156.019692,Asia
singapore,2022,8.911513,5850342.0,52135398.787446,Asia
sint maarten (dutch part),2017,16.876734,42876.0,723606.846984,North America
sint maarten (dutch part),2018,16.296774,42876.0,698740.4820239999,North America
sint maarten (dutch part),2019,16.018604,42876.0,686813.665104,North America
sint maarten (dutch part),2020,14.945506,42876.0,640803.515256,North America
sint maarten (dutch part),2021,14.263612,42876.0,611566.6281120001,North America
sint maarten (dutch part),2022,14.352394,42876.0,615373.245144,North America
slovakia,2017,6.6393304,5456362.0,36226590.1000048,Europe
slovakia,2018,6.628825,5456362.0,36169268.83465,Europe
slovakia,2019,6.1934304,5456362.0,33793598.284204796,Europe
slovakia,2020,5.698817,5456362.0,31094808.523754,Europe
slovakia,2021,6.4554424,5456362.0,35223230.6045488,Europe
slovakia,2022,6.051555,5456362.0,33019474.742909998,Europe
slovenia,2017,6.9656434,2078654.0,14479162.5159836,Europe
slovenia,2018,6.8947434,2078654.0,14331785.947383601,Europe
slovenia,2019,6.6446157,2078654.0,13811857.0032678,Europe
slovenia,2020,6.07037,2078654.0,12618198.88198,Europe
slovenia,2021,6.162082,2078654.0,12808836.397628,Europe
slovenia,2022,5.9979916,2078654.0,12467749.2313064,Europe
solomon islands,2017,0.4440239,686878.0,304990.24838420004,Oceania
solomon islands,2018,0.43906265,686878.0,301582.4749067,Oceania
solomon islands,2019,0.43425184,686878.0,298278.03535552,Oceania
solomon islands,2020,0.41877437,686878.0,287646.90171686,Oceania
solomon islands,2021,0.42669472,686878.0,293087.21588416,Oceania
solomon islands,2022,0.41232163,686878.0,283214.65657114,Oceania
somalia,2017,0.042890634,15893222.0,681670.3678827479,Africa
somalia,2018,0.041368622,15893222.0,657480.6932800841,Africa
somalia,2019,0.039892595,15893222.0,634021.86849109,Africa
somalia,2020,0.036114853,15893222.0,573981.376226366,Africa
somalia,2021,0.03812561,15893222.0,605938.78361542,Africa
somalia,2022,0.03676208,15893222.0,584267.8986217601,Africa
south korea,2017,12.70659,51269185.0,651456513.42915,Asia
south korea,2018,12.968438,51269185.0,664881246.9830301,Asia
south korea,2019,12.472093,51269185.0,639434043.354205,Asia
south korea,2020,11.527397,51269185.0,591000249.3614451,Asia
south korea,2021,11.886425,51269185.0,609407322.313625,Asia
south korea,2022,11.598764,51269185.0,594659177.2873399,Asia
south sudan,2017,0.13647744,11193725.0,1527690.932064,Africa
south sudan,2018,0.16706884,11193725.0,1870122.651029,Africa
south sudan,2019,0.17044018,11193725.0,1907860.5038705,Africa
south sudan,2020,0.15960138,11193725.0,1786533.9573404999,Africa
south sudan,2021,0.17157483,11193725.0,1920561.4639417501,Africa
south sudan,2022,0.1680176,11193725.0,1880742.80956,Africa
spain,2017,5.8730726,46754778.0,274594205.59088284,Europe
spain,2018,5.740303,46754778.0,268386592.417734,Europe
spain,2019,5.318343,46754778.0,248657946.29285398,Europe
spain,2020,4.510309,46754778.0,210878496.00640202,Europe
spain,2021,4.849112,46754778.0,226719155.057136,Europe
spain,2022,5.1644425,46754778.0,241462362.581265,Europe
sri lanka,2017,1.0635188,21413249.0,22773392.8805812,Asia
sri lanka,2018,0.93124175,21413249.0,19940911.471945748,Asia
sri lanka,2019,0.98071545,21413249.0,21000304.12899705,Asia
sri lanka,2020,0.9497855,21413249.0,20337993.4080895,Asia
sri lanka,2021,0.92399746,21413249.0,19785787.68634754,Asia
sri lanka,2022,0.7936504,21413249.0,16994633.6341496,Asia
sudan,2017,0.50376403,43849260.0,22089679.9301178,Africa
sudan,2018,0.51797956,43849260.0,22713020.4011256,Africa
sudan,2019,0.50361913,43849260.0,22083326.1723438,Africa
sudan,2020,0.46190912,43849260.0,20254373.0992512,Africa
sudan,2021,0.48590592,43849260.0,21306615.0216192,Africa
sudan,2022,0.4696261,43849260.0,20592756.961686,Africa
suriname,2017,4.129589,586632.0,2422549.054248,South America
suriname,2018,3.5189757,586632.0,2064343.7528424,South America
suriname,2019,4.390763,586632.0,2575762.080216,South America
suriname,2020,4.806618,586632.0,2819715.9305760004,South America
suriname,2021,6.0075874,586632.0,3524243.0116368,South America
suriname,2022,5.8029985,586632.0,3404224.6160520003,South America
sweden,2017,4.221096,10099265.0,42629967.09444,Europe
sweden,2018,4.136523,10099265.0,41775841.955595,Europe
sweden,2019,3.9936066,10099265.0,40332491.359149,Europe
sweden,2020,3.5381036,10099265.0,35732245.853854,Europe
sweden,2021,3.6805615,10099265.0,37170965.9372975,Europe
sweden,2022,3.6069093,10099265.0,36427132.8516645,Europe
switzerland,2017,4.5165052,8654622.0,39088645.267034404,Europe
switzerland,2018,4.329972,8654622.0,37474270.930584,Europe
switzerland,2019,4.2827263,8654622.0,37065377.2559586,Europe
switzerland,2020,3.9630482,8654622.0,34298684.1387804,Europe
switzerland,2021,4.117553,8654622.0,35635864.779966,Europe
switzerland,2022,4.0478554,8654622.0,35032658.3976588,Europe
syria,2017,1.4983464,17500658.0,26222047.911931198,Asia
syria,2018,1.6771247,17500658.0,29350785.7980526,Asia
syria,2019,1.4268457,17500658.0,24970738.6144706,Asia
syria,2020,1.2667042,17500658.0,22168156.9913636,Asia
syria,2021,1.2763344,17500658.0,22336691.828035202,Asia
syria,2022,1.2490375,17500658.0,21858978.116675,Asia
taiwan,2017,12.053525,23816775.0,287076092.88187504,Asia
taiwan,2018,11.945283,23816775.0,284498117.522325,Asia
taiwan,2019,11.521448,23816775.0,274403734.6902,Asia
taiwan,2020,11.409406,23816775.0,271735255.58565,Asia
taiwan,2021,12.204635,23816775.0,290675045.75212497,Asia
taiwan,2022,11.630868,23816775.0,277009766.2107,Asia
tajikistan,2017,0.7683632,9537645.0,7328375.432664,Asia
tajikistan,2018,0.8830376,9537645.0,8422099.150452,Asia
tajikistan,2019,0.94856703,9537645.0,9047095.59084435,Asia
tajikistan,2020,0.9744041,9537645.0,9293520.3923445,Asia
tajikistan,2021,1.0236204,9537645.0,9762927.989958,Asia
tajikistan,2022,1.0064901,9537645.0,9599545.269814499,Asia
tanzania,2017,0.19965407,59734218.0,11926179.741967259,Africa
tanzania,2018,0.20378329,59734218.0,12172835.46961722,Africa
tanzania,2019,0.22954242,59734218.0,13711536.95652756,Africa
tanzania,2020,0.22962135,59734218.0,13716251.7783543,Africa
tanzania,2021,0.24245292,59734218.0,14482735.578016559,Africa
tanzania,2022,0.23771806,59734218.0,14199902.41857708,Africa
thailand,2017,3.9965413,69799978.0,278958494.8160914,Asia
thailand,2018,4.0539184,69799978.0,282963415.1337952,Asia
thailand,2019,3.95287,69799978.0,275910239.03686,Asia
thailand,2020,3.8034203,69799978.0,265478653.2647534,Asia
thailand,2021,3.7320516,69799978.0,260497119.5748648,Asia
thailand,2022,3.7762568,69799978.0,263582641.5623504,Asia
togo,2017,0.25358984,8278724.0,2099400.29456416,Africa
togo,2018,0.26907855,8278724.0,2227627.0497702,Africa
togo,2019,0.29297218,8278724.0,2425435.81789832,Africa
togo,2020,0.28204852,8278724.0,2335001.85168848,Africa
togo,2021,0.29565188,8278724.0,2447620.3146011196,Africa
togo,2022,0.2910665,8278724.0,2409659.219146,Africa
tonga,2017,1.2858579,105695.0,135908.75074050002,Oceania
tonga,2018,1.2890736,105695.0,136248.634152,Oceania
tonga,2019,1.5359025,105695.0,162337.2147375,Oceania
tonga,2020,1.7403696,105695.0,183948.364872,Oceania
tonga,2021,1.8028463,105695.0,190551.8396785,Oceania
tonga,2022,1.7686282,105695.0,186935.157599,Oceania
trinidad and tobago,2017,27.267317,1399488.0,38160282.933695994,North America
trinidad and tobago,2018,26.801151,1399488.0,37507889.210688,North America
trinidad and tobago,2019,26.83153,1399488.0,37550404.25664,North America
trinidad and tobago,2020,23.074036,1399488.0,32291836.493568,North America
trinidad and tobago,2021,23.289734,1399488.0,32593703.256192,North America
trinidad and tobago,2022,22.423758,1399488.0,31381780.235904,North America
tunisia,2017,2.6475708,11818619.0,31290630.5607252,Africa
tunisia,2018,2.6090631,11818619.0,30835522.7258589,Africa
tunisia,2019,2.519102,11818619.0,29772306.760138,Africa
tunisia,2020,2.342881,11818619.0,27689617.901339002,Africa
tunisia,2021,2.8740463,11818619.0,33967258.2080597,Africa
tunisia,2022,2.879285,11818619.0,34029172.407414995,Africa
turkey,2017,5.249139,84339067.0,442707485.81331307,Asia
turkey,2018,5.0967536,84339067.0,429855443.35289127,Asia
turkey,2019,4.8237195,84339067.0,406828002.09970653,Asia
turkey,2020,4.907883,84339067.0,413926273.165161,Asia
turkey,2021,5.340025,84339067.0,450372726.256675,Asia
turkey,2022,5.1052055,84339067.0,430568268.7132685,Asia
turkmenistan,2017,10.783463,6031200.0,65037222.0456,Asia
turkmenistan,2018,10.512687,6031200.0,63404117.8344,Asia
turkmenistan,2019,10.607364,6031200.0,63975133.7568,Asia
turkmenistan,2020,10.830831,6031200.0,65322907.9272,Asia
turkmenistan,2021,11.033806,6031200.0,66547090.747200005,Asia
turkmenistan,2022,11.03418,6031200.0,66549346.41599999,Asia
turks and caicos islands,2017,8.823379,38717.0,341614.764743,North America
turks and caicos islands,2018,8.737258,38717.0,338280.417986,North America
turks and caicos islands,2019,8.415367,38717.0,325817.764139,North America
turks and caicos islands,2020,8.106011,38717.0,313840.427887,North America
turks and caicos islands,2021,7.665116,38717.0,296770.296172,North America
turks and caicos islands,2022,7.636793,38717.0,295673.714581,North America
tuvalu,2017,1.0130875,11792.0,11946.3278,Oceania
tuvalu,2018,1.0100156,11792.0,11910.1039552,Oceania
tuvalu,2019,1.0008194,11792.0,11801.662364799999,Oceania
tuvalu,2020,0.9911632,11792.0,11687.7964544,Oceania
tuvalu,2021,1.0214623,11792.0,12045.0834416,Oceania
tuvalu,2022,1.0004411,11792.0,11797.2014512,Oceania
uganda,2017,0.13427041,45741007.0,6141663.76370287,Africa
uganda,2018,0.13303499,45741007.0,6085154.40883493,Africa
uganda,2019,0.13345863,45741007.0,6104532.12904041,Africa
uganda,2020,0.124725975,45741007.0,5705091.695556825,Africa
uganda,2021,0.13200122,45741007.0,6037868.7280285405,Africa
uganda,2022,0.12744623,45741007.0,5829518.89855361,Africa
ukraine,2017,4.9953985,43733762.0,218467569.094157,Europe
ukraine,2018,5.212142,43733762.0,227946577.738204,Europe
ukraine,2019,5.020078,43733762.0,219546896.473436,Europe
ukraine,2020,4.7102127,43733762.0,205995321.19117737,Europe
ukraine,2021,4.8276234,43733762.0,211130132.80123082,Europe
ukraine,2022,3.5578535,43733762.0,155598318.19986698,Europe
united arab emirates,2017,23.432226,9890402.0,231754134.894852,Asia
united arab emirates,2018,22.896563,9890402.0,226456212.488326,Asia
united arab emirates,2019,23.834637,9890402.0,235734141.454074,Asia
united arab emirates,2020,23.34033,9890402.0,230845246.51266003,Asia
united arab emirates,2021,25.333178,9890402.0,250555314.35755602,Asia
united arab emirates,2022,25.833244,9890402.0,255501168.12408802,Asia
united kingdom,2017,5.8634415,67886011.0,398045654.1668565,Europe
united kingdom,2018,5.7159815,67886011.0,388035182.98479646,Europe
united kingdom,2019,5.4621234,67886011.0,370801769.2157574,Europe
united kingdom,2020,4.8652816,67886011.0,330284560.21569765,Europe
united kingdom,2021,5.164383,67886011.0,350589361.146213,Europe
united kingdom,2022,4.7201805,67886011.0,320434225.3449855,Europe
united states,2017,15.804429,331002651.0,5231307896.541279,North America
united states,2018,16.191355,331002651.0,5359381428.282105,North America
united states,2019,15.739861,331002651.0,5209935717.3715105,North America
united states,2020,14.034053,331002651.0,4645308747.274503,North America
united states,2021,14.9324875,331002651.0,4942692948.524363,North America
united states,2022,14.949616,331002651.0,4948362527.432016,North America
uruguay,2017,1.8007609,3473730.0,6255357.161157,South America
uruguay,2018,1.9173871,3473730.0,6660485.090883,South America
uruguay,2019,1.8929877,3473730.0,6575728.163121,South America
uruguay,2020,1.8888899,3473730.0,6561493.512327,South America
uruguay,2021,2.364734,3473730.0,8214447.43782,South America
uruguay,2022,2.3060381,3473730.0,8010553.7291129995,South America
uzbekistan,2017,3.409879,33469203.0,114125932.456437,Asia
uzbekistan,2018,3.1522167,33469203.0,105502180.6322901,Asia
uzbekistan,2019,3.2880268,33469203.0,110047636.4386404,Asia
uzbekistan,2020,3.2699935,33469203.0,109444076.2601805,Asia
uzbekistan,2021,3.4149938,33469203.0,114297120.7359414,Asia
uzbekistan,2022,3.4830604,33469203.0,116575255.5888612,Asia
vanuatu,2017,0.49232042,307145.0,151213.7554009,Oceania
vanuatu,2018,0.6038741,307145.0,185476.91044449998,Oceania
vanuatu,2019,0.5416308,307145.0,166359.192066,Oceania
vanuatu,2020,0.6465315,307145.0,198578.9175675,Oceania
vanuatu,2021,0.6588834,307145.0,202372.741893,Oceania
vanuatu,2022,0.6363055,307145.0,195438.0527975,Oceania
venezuela,2017,4.522624,28435940.0,128605064.70656002,South America
venezuela,2018,3.377444,28435940.0,96040794.93736,South America
venezuela,2019,3.024043,28435940.0,85991505.30542,South America
venezuela,2020,2.174631,28435940.0,61837676.63814001,South America
venezuela,2021,2.5394876,28435940.0,72212717.02434401,South America
venezuela,2022,2.7168686,28435940.0,77256712.497484,South America
vietnam,2017,2.4421468,97338579.0,237715099.22139722,Asia
vietnam,2018,2.7153149,97338579.0,264304893.9035271,Asia
vietnam,2019,3.5686002,97338579.0,347362472.4871158,Asia
vietnam,2020,3.7594166,97338579.0,365936269.71301144,Asia
vietnam,2021,3.6171148,97338579.0,352084814.7118692,Asia
vietnam,2022,3.4995174,97338579.0,340638050.9017746,Asia
wallis and futuna,2017,2.1443024,11239.0,24099.814673599998,Oceania
wallis and futuna,2018,2.1662161,11239.0,24346.102747900004,Oceania
wallis and futuna,2019,2.1855986,11239.0,24563.9426654,Oceania
wallis and futuna,2020,2.1960785,11239.0,24681.7262615,Oceania
wallis and futuna,2021,2.2964647,11239.0,25809.9667633,Oceania
wallis and futuna,2022,2.2819076,11239.0,25646.359516399996,Oceania
yemen,2017,0.32278353,29825964.0,9627329.94557292,Asia
yemen,2018,0.37647876,29825964.0,11228841.94252464,Asia
yemen,2019,0.37522772,29825964.0,11191528.46852208,Asia
yemen,2020,0.33713207,29825964.0,10055288.98306548,Asia
yemen,2021,0.3513444,29825964.0,10479185.4260016,Asia
yemen,2022,0.33701748,29825964.0,10051871.22585072,Asia
zambia,2017,0.39600998,18383955.0,7280229.6518709,Africa
zambia,2018,0.41597956,18383955.0,7647349.5119598005,Africa
zambia,2019,0.421688,18383955.0,7752293.21604,Africa
zambia,2020,0.4302868,18383955.0,7910373.168294,Africa
zambia,2021,0.44487745,18383955.0,8178607.02131475,Africa
zambia,2022,0.44570068,18383955.0,8193741.2445894005,Africa
zimbabwe,2017,0.6301651,14862924.0,9366095.9887524,Africa
zimbabwe,2018,0.7118298,14862924.0,10579872.2183352,Africa
zimbabwe,2019,0.63664466,14862924.0,9462401.19658584,Africa
zimbabwe,2020,0.500945,14862924.0,7445507.46318,Africa
zimbabwe,2021,0.5249723,14862924.0,7802623.397005199,Africa
zimbabwe,2022,0.542628,14862924.0,8065038.724272,Africa
